epoch,step,test_excellent_pct,test_gob_pct,test_good_pct,test_unacceptable_pct,train_loss,val_excellent_pct,val_gob_pct,val_good_pct,val_hits,val_loss
0,9,,,,,0.15573975443840027,,,,,
0,19,,,,,0.13076472282409668,,,,,
0,29,,,,,0.11028234660625458,,,,,
0,39,,,,,0.10721743851900101,,,,,
0,49,,,,,0.10405242443084717,,,,,
0,59,,,,,0.10514461249113083,,,,,
0,69,,,,,0.10469575971364975,,,,,
0,79,,,,,0.10483548790216446,,,,,
0,89,,,,,0.10333807021379471,,,,,
0,99,,,,,0.10424134880304337,,,,,
0,109,,,,,0.10349985212087631,,,,,
0,119,,,,,0.10441312938928604,,,,,
0,129,,,,,0.10310422629117966,,,,,
0,139,,,,,0.1027747169137001,,,,,
0,149,,,,,0.10390421003103256,,,,,
0,159,,,,,0.10385646671056747,,,,,
0,168,,,,,,23.20442008972168,68.50828552246094,45.30386734008789,3.856353521347046,0.10200422257184982
1,169,,,,,0.10305564850568771,,,,,
1,179,,,,,0.10266093909740448,,,,,
1,189,,,,,0.10408840328454971,,,,,
1,199,,,,,0.10311422497034073,,,,,
1,209,,,,,0.10335243493318558,,,,,
1,219,,,,,0.10247852653265,,,,,
1,229,,,,,0.10307300090789795,,,,,
1,239,,,,,0.10394813120365143,,,,,
1,249,,,,,0.1029534712433815,,,,,
1,259,,,,,0.10268428176641464,,,,,
1,269,,,,,0.10330602526664734,,,,,
1,279,,,,,0.10309141129255295,,,,,
1,289,,,,,0.10357124358415604,,,,,
1,299,,,,,0.10374177247285843,,,,,
1,309,,,,,0.10294629633426666,,,,,
1,319,,,,,0.10326715558767319,,,,,
1,329,,,,,0.10279531031847,,,,,
1,337,,,,,,25.414363861083984,64.08839416503906,38.674034118652344,3.7955801486968994,0.10210426151752472
2,339,,,,,0.10244337469339371,,,,,
2,349,,,,,0.10278572142124176,,,,,
2,359,,,,,0.10340587794780731,,,,,
2,369,,,,,0.10262824594974518,,,,,
2,379,,,,,0.10338407009840012,,,,,
2,389,,,,,0.10320758819580078,,,,,
2,399,,,,,0.1023239940404892,,,,,
2,409,,,,,0.10282951593399048,,,,,
2,419,,,,,0.1038886085152626,,,,,
2,429,,,,,0.10301631689071655,,,,,
2,439,,,,,0.10278506577014923,,,,,
2,449,,,,,0.10305972397327423,,,,,
2,459,,,,,0.10249961167573929,,,,,
2,469,,,,,0.10311004519462585,,,,,
2,479,,,,,0.103314608335495,,,,,
2,489,,,,,0.10288673639297485,,,,,
2,499,,,,,0.10274768620729446,,,,,
2,506,,,,,,25.96685028076172,72.37569427490234,46.40884017944336,3.9281768798828125,0.10180625319480896
3,509,,,,,0.10276470333337784,,,,,
3,519,,,,,0.10334257036447525,,,,,
3,529,,,,,0.10247723013162613,,,,,
3,539,,,,,0.10302141308784485,,,,,
3,549,,,,,0.10275888442993164,,,,,
3,559,,,,,0.10276515781879425,,,,,
3,569,,,,,0.10265789180994034,,,,,
3,579,,,,,0.10206319391727448,,,,,
3,589,,,,,0.10293561965227127,,,,,
3,599,,,,,0.10231934487819672,,,,,
3,609,,,,,0.10204105079174042,,,,,
3,619,,,,,0.10256016999483109,,,,,
3,629,,,,,0.10242404043674469,,,,,
3,639,,,,,0.10220447182655334,,,,,
3,649,,,,,0.10244937986135483,,,,,
3,659,,,,,0.10270778834819794,,,,,
3,669,,,,,0.10272092372179031,,,,,
3,675,,,,,,23.20442008972168,61.87845230102539,38.674034118652344,3.7624309062957764,0.10207623988389969
4,679,,,,,0.10305392742156982,,,,,
4,689,,,,,0.1025361716747284,,,,,
4,699,,,,,0.1021115705370903,,,,,
4,709,,,,,0.10276862978935242,,,,,
4,719,,,,,0.10215107351541519,,,,,
4,729,,,,,0.10269365459680557,,,,,
4,739,,,,,0.1022924929857254,,,,,
4,749,,,,,0.10210493206977844,,,,,
4,759,,,,,0.10215211659669876,,,,,
4,769,,,,,0.10253990441560745,,,,,
4,779,,,,,0.10263872146606445,,,,,
4,789,,,,,0.10217675566673279,,,,,
4,799,,,,,0.10218577831983566,,,,,
4,809,,,,,0.10258752107620239,,,,,
4,819,,,,,0.10269979387521744,,,,,
4,829,,,,,0.10275640338659286,,,,,
4,839,,,,,0.10247546434402466,,,,,
4,844,,,,,,18.232044219970703,59.66850662231445,41.43646240234375,3.679558038711548,0.10209532827138901
5,849,,,,,0.10243408381938934,,,,,
5,859,,,,,0.10218627750873566,,,,,
5,869,,,,,0.10290557891130447,,,,,
5,879,,,,,0.1021421030163765,,,,,
5,889,,,,,0.10152250528335571,,,,,
5,899,,,,,0.10246237367391586,,,,,
5,909,,,,,0.10213208943605423,,,,,
5,919,,,,,0.10167168825864792,,,,,
5,929,,,,,0.1027643010020256,,,,,
5,939,,,,,0.10241319239139557,,,,,
5,949,,,,,0.1022145077586174,,,,,
5,959,,,,,0.10182353854179382,,,,,
5,969,,,,,0.10266732424497604,,,,,
5,979,,,,,0.1026495173573494,,,,,
5,989,,,,,0.10266698896884918,,,,,
5,999,,,,,0.10248351097106934,,,,,
5,1009,,,,,0.10174731910228729,,,,,
5,1013,,,,,,24.30939292907715,74.58563232421875,50.276241302490234,3.955801010131836,0.10179947316646576
6,1019,,,,,0.1023801863193512,,,,,
6,1029,,,,,0.1026412770152092,,,,,
6,1039,,,,,0.10254764556884766,,,,,
6,1049,,,,,0.10225319117307663,,,,,
6,1059,,,,,0.10220880061388016,,,,,
6,1069,,,,,0.10312618315219879,,,,,
6,1079,,,,,0.10182471573352814,,,,,
6,1089,,,,,0.10231322050094604,,,,,
6,1099,,,,,0.10206709057092667,,,,,
6,1109,,,,,0.10238700360059738,,,,,
6,1119,,,,,0.10221662372350693,,,,,
6,1129,,,,,0.10248568654060364,,,,,
6,1139,,,,,0.10180200636386871,,,,,
6,1149,,,,,0.10207917541265488,,,,,
6,1159,,,,,0.10223080962896347,,,,,
6,1169,,,,,0.10218409448862076,,,,,
6,1179,,,,,0.10251349955797195,,,,,
6,1182,,,,,,27.071823120117188,65.74585723876953,38.674034118652344,3.834254026412964,0.10183454304933548
7,1189,,,,,0.10237773507833481,,,,,
7,1199,,,,,0.10167129337787628,,,,,
7,1209,,,,,0.1019197478890419,,,,,
7,1219,,,,,0.10237353295087814,,,,,
7,1229,,,,,0.10236048698425293,,,,,
7,1239,,,,,0.10193347185850143,,,,,
7,1249,,,,,0.1024857833981514,,,,,
7,1259,,,,,0.10245523601770401,,,,,
7,1269,,,,,0.10155152529478073,,,,,
7,1279,,,,,0.10192865878343582,,,,,
7,1289,,,,,0.10243666172027588,,,,,
7,1299,,,,,0.1019812598824501,,,,,
7,1309,,,,,0.10230591148138046,,,,,
7,1319,,,,,0.10260945558547974,,,,,
7,1329,,,,,0.10239459574222565,,,,,
7,1339,,,,,0.10233286023139954,,,,,
7,1349,,,,,0.10229671746492386,,,,,
7,1351,,,,,,28.176795959472656,67.40331268310547,39.22652053833008,3.878453016281128,0.10181548446416855
8,1359,,,,,0.10252571851015091,,,,,
8,1369,,,,,0.10238408297300339,,,,,
8,1379,,,,,0.10191716998815536,,,,,
8,1389,,,,,0.10213711112737656,,,,,
8,1399,,,,,0.10185584425926208,,,,,
8,1409,,,,,0.10196659713983536,,,,,
8,1419,,,,,0.10245718061923981,,,,,
8,1429,,,,,0.1022682711482048,,,,,
