epoch,step,test_excellent_pct,test_gob_pct,test_good_pct,test_unacceptable_pct,train_loss,val_excellent_pct,val_gob_pct,val_good_pct,val_hits,val_loss
0,9,,,,,0.16037823259830475,,,,,
0,19,,,,,0.13690224289894104,,,,,
0,29,,,,,0.11192403733730316,,,,,
0,39,,,,,0.10406852513551712,,,,,
0,49,,,,,0.10332995653152466,,,,,
0,59,,,,,0.10387217998504639,,,,,
0,69,,,,,0.10215743631124496,,,,,
0,79,,,,,0.10261337459087372,,,,,
0,89,,,,,0.1037827804684639,,,,,
0,99,,,,,0.10270976275205612,,,,,
0,109,,,,,0.10328487306833267,,,,,
0,119,,,,,0.10230601578950882,,,,,
0,129,,,,,0.10382947325706482,,,,,
0,139,,,,,0.10300083458423615,,,,,
0,149,,,,,0.10310649871826172,,,,,
0,159,,,,,0.10291889309883118,,,,,
0,168,,,,,,20.994474411010742,65.74585723876953,44.751380920410156,3.7955801486968994,0.10224024951457977
1,169,,,,,0.1023598462343216,,,,,
1,179,,,,,0.10298633575439453,,,,,
1,189,,,,,0.10253709554672241,,,,,
1,199,,,,,0.10242509841918945,,,,,
1,209,,,,,0.10320301353931427,,,,,
1,219,,,,,0.10238143801689148,,,,,
1,229,,,,,0.10307607799768448,,,,,
1,239,,,,,0.10238528996706009,,,,,
1,249,,,,,0.10207897424697876,,,,,
1,259,,,,,0.10228743404150009,,,,,
1,269,,,,,0.10215235501527786,,,,,
1,279,,,,,0.1030464693903923,,,,,
1,289,,,,,0.10212390124797821,,,,,
1,299,,,,,0.10300788283348083,,,,,
1,309,,,,,0.10276759415864944,,,,,
1,319,,,,,0.10247890651226044,,,,,
1,329,,,,,0.10238432139158249,,,,,
1,337,,,,,,24.861879348754883,69.06077575683594,44.19889450073242,3.8839778900146484,0.10205438733100891
2,339,,,,,0.10235279053449631,,,,,
2,349,,,,,0.10251667350530624,,,,,
2,359,,,,,0.10234788805246353,,,,,
2,369,,,,,0.1024494543671608,,,,,
2,379,,,,,0.10283948481082916,,,,,
2,389,,,,,0.10248593986034393,,,,,
2,399,,,,,0.1020469218492508,,,,,
2,409,,,,,0.10215871036052704,,,,,
2,419,,,,,0.10228430479764938,,,,,
2,429,,,,,0.10269319266080856,,,,,
2,439,,,,,0.10241993516683578,,,,,
2,449,,,,,0.10262927412986755,,,,,
2,459,,,,,0.10287297517061234,,,,,
2,469,,,,,0.1024339348077774,,,,,
2,479,,,,,0.102628193795681,,,,,
2,489,,,,,0.10230045765638351,,,,,
2,499,,,,,0.10304052382707596,,,,,
2,506,,,,,,27.624309539794922,67.40331268310547,39.77900695800781,3.90055251121521,0.10198013484477997
3,509,,,,,0.10235431045293808,,,,,
3,519,,,,,0.10243939608335495,,,,,
3,529,,,,,0.10222487151622772,,,,,
3,539,,,,,0.10186831653118134,,,,,
3,549,,,,,0.10220012068748474,,,,,
3,559,,,,,0.1017659604549408,,,,,
3,569,,,,,0.10251511633396149,,,,,
3,579,,,,,0.10260683298110962,,,,,
3,589,,,,,0.10169832408428192,,,,,
3,599,,,,,0.10167867690324783,,,,,
3,609,,,,,0.10248301923274994,,,,,
3,619,,,,,0.10265771299600601,,,,,
3,629,,,,,0.10286188125610352,,,,,
3,639,,,,,0.10224416106939316,,,,,
3,649,,,,,0.10209830105304718,,,,,
3,659,,,,,0.10227760672569275,,,,,
3,669,,,,,0.10186800360679626,,,,,
3,675,,,,,,21.546960830688477,68.50828552246094,46.961326599121094,3.8287293910980225,0.10212323069572449
4,679,,,,,0.10222689807415009,,,,,
4,689,,,,,0.1023305281996727,,,,,
4,699,,,,,0.10220909118652344,,,,,
4,709,,,,,0.10226596891880035,,,,,
4,719,,,,,0.10227254778146744,,,,,
4,729,,,,,0.10212889313697815,,,,,
4,739,,,,,0.10181067883968353,,,,,
4,749,,,,,0.1017937883734703,,,,,
4,759,,,,,0.10242853313684464,,,,,
4,769,,,,,0.10178646445274353,,,,,
4,779,,,,,0.10227026790380478,,,,,
4,789,,,,,0.10245455056428909,,,,,
4,799,,,,,0.102199986577034,,,,,
4,809,,,,,0.10249688476324081,,,,,
4,819,,,,,0.10254819691181183,,,,,
4,829,,,,,0.10282978415489197,,,,,
4,839,,,,,0.10278286039829254,,,,,
4,844,,,,,,24.30939292907715,65.74585723876953,41.43646240234375,3.8508286476135254,0.10196051746606827
5,849,,,,,0.10255448520183563,,,,,
5,859,,,,,0.10252346098423004,,,,,
5,869,,,,,0.10209070891141891,,,,,
5,879,,,,,0.1020793691277504,,,,,
5,889,,,,,0.10241462290287018,,,,,
5,899,,,,,0.10269950330257416,,,,,
5,909,,,,,0.10229896008968353,,,,,
5,919,,,,,0.1015840619802475,,,,,
5,929,,,,,0.10199239104986191,,,,,
5,939,,,,,0.1019548624753952,,,,,
5,949,,,,,0.10229669511318207,,,,,
