epoch,step,test_excellent_pct,test_gob_pct,test_good_pct,test_unacceptable_pct,train_loss,val_excellent_pct,val_gob_pct,val_good_pct,val_hits,val_loss
0,9,,,,,0.160368412733078,,,,,
0,19,,,,,0.13822202384471893,,,,,
0,29,,,,,0.11321654915809631,,,,,
0,39,,,,,0.10456126928329468,,,,,
0,49,,,,,0.10377062112092972,,,,,
0,59,,,,,0.10365230590105057,,,,,
0,69,,,,,0.10355328768491745,,,,,
0,79,,,,,0.10348636656999588,,,,,
0,89,,,,,0.10300055891275406,,,,,
0,99,,,,,0.10278474539518356,,,,,
0,109,,,,,0.10222059488296509,,,,,
0,119,,,,,0.10308099538087845,,,,,
0,129,,,,,0.10310853272676468,,,,,
0,139,,,,,0.10327525436878204,,,,,
0,149,,,,,0.10301408916711807,,,,,
0,159,,,,,0.10216456651687622,,,,,
0,168,,,,,,19.337017059326172,59.11602020263672,39.77900695800781,3.679558038711548,0.10226432979106903
1,169,,,,,0.10297227650880814,,,,,
1,179,,,,,0.10328032821416855,,,,,
1,189,,,,,0.10313916951417923,,,,,
1,199,,,,,0.10258451104164124,,,,,
1,209,,,,,0.10341077297925949,,,,,
1,219,,,,,0.10235083848237991,,,,,
1,229,,,,,0.10248376429080963,,,,,
1,239,,,,,0.1020498126745224,,,,,
1,249,,,,,0.10189834237098694,,,,,
1,259,,,,,0.10287535935640335,,,,,
1,269,,,,,0.10256505757570267,,,,,
1,279,,,,,0.1027885228395462,,,,,
1,289,,,,,0.10252238810062408,,,,,
1,299,,,,,0.10254879295825958,,,,,
1,309,,,,,0.10281713306903839,,,,,
1,319,,,,,0.10240340977907181,,,,,
1,329,,,,,0.10265304148197174,,,,,
1,337,,,,,,30.939226150512695,69.6132583618164,38.674034118652344,3.9392266273498535,0.10202749073505402
2,339,,,,,0.10279865562915802,,,,,
2,349,,,,,0.10234281420707703,,,,,
2,359,,,,,0.10281812399625778,,,,,
2,369,,,,,0.1025017499923706,,,,,
2,379,,,,,0.10271001607179642,,,,,
2,389,,,,,0.10336268693208694,,,,,
2,399,,,,,0.1025954931974411,,,,,
2,409,,,,,0.10278039425611496,,,,,
2,419,,,,,0.10216831415891647,,,,,
2,429,,,,,0.10274998843669891,,,,,
2,439,,,,,0.10263997316360474,,,,,
2,449,,,,,0.10261840373277664,,,,,
2,459,,,,,0.10202179104089737,,,,,
2,469,,,,,0.10270116478204727,,,,,
2,479,,,,,0.10205291956663132,,,,,
2,489,,,,,0.10244368016719818,,,,,
2,499,,,,,0.10270516574382782,,,,,
2,506,,,,,,25.96685028076172,60.77347946166992,34.8066291809082,3.7292816638946533,0.10203222185373306
3,509,,,,,0.10145794600248337,,,,,
3,519,,,,,0.10249804705381393,,,,,
3,529,,,,,0.10214031487703323,,,,,
3,539,,,,,0.1024424210190773,,,,,
3,549,,,,,0.10217972099781036,,,,,
3,559,,,,,0.10215683281421661,,,,,
3,569,,,,,0.10278081148862839,,,,,
3,579,,,,,0.1019623875617981,,,,,
3,589,,,,,0.10268830507993698,,,,,
3,599,,,,,0.1021852046251297,,,,,
3,609,,,,,0.10239455848932266,,,,,
3,619,,,,,0.10263639688491821,,,,,
3,629,,,,,0.10226552188396454,,,,,
3,639,,,,,0.10237471759319305,,,,,
3,649,,,,,0.1025414988398552,,,,,
3,659,,,,,0.10209735482931137,,,,,
3,669,,,,,0.10257594287395477,,,,,
3,675,,,,,,23.756906509399414,74.03314971923828,50.276241302490234,3.911602258682251,0.101873978972435
4,679,,,,,0.10237322002649307,,,,,
4,689,,,,,0.10271671414375305,,,,,
4,699,,,,,0.10259208083152771,,,,,
4,709,,,,,0.10170265287160873,,,,,
4,719,,,,,0.10250224173069,,,,,
4,729,,,,,0.10241375118494034,,,,,
4,739,,,,,0.10204312205314636,,,,,
4,749,,,,,0.10218143463134766,,,,,
4,759,,,,,0.10187580436468124,,,,,
4,769,,,,,0.10220718383789062,,,,,
4,779,,,,,0.10227826982736588,,,,,
4,789,,,,,0.10250386595726013,,,,,
4,799,,,,,0.10259921848773956,,,,,
4,809,,,,,0.10223973542451859,,,,,
4,819,,,,,0.10236936807632446,,,,,
4,829,,,,,0.10276452451944351,,,,,
4,839,,,,,0.10227368772029877,,,,,
4,844,,,,,,23.756906509399414,67.95580291748047,44.19889450073242,3.8508286476135254,0.10197942703962326
5,849,,,,,0.10206207633018494,,,,,
5,859,,,,,0.10276035219430923,,,,,
5,869,,,,,0.10214974731206894,,,,,
5,879,,,,,0.10221754014492035,,,,,
5,889,,,,,0.10215891152620316,,,,,
5,899,,,,,0.10265020281076431,,,,,
5,909,,,,,0.10215622186660767,,,,,
5,919,,,,,0.10234653949737549,,,,,
5,929,,,,,0.10270901024341583,,,,,
5,939,,,,,0.1020665317773819,,,,,
5,949,,,,,0.10183357447385788,,,,,
5,959,,,,,0.10244520008563995,,,,,
5,969,,,,,0.10236742347478867,,,,,
5,979,,,,,0.10237043350934982,,,,,
5,989,,,,,0.10222040116786957,,,,,
5,999,,,,,0.10223187506198883,,,,,
5,1009,,,,,0.10209665447473526,,,,,
5,1013,,,,,,24.861879348754883,72.37569427490234,47.51381301879883,3.9392266273498535,0.10195864737033844
6,1019,,,,,0.10214514285326004,,,,,
6,1029,,,,,0.10253601521253586,,,,,
6,1039,,,,,0.10191374272108078,,,,,
6,1049,,,,,0.10223459452390671,,,,,
6,1059,,,,,0.10216492414474487,,,,,
6,1069,,,,,0.10196119546890259,,,,,
6,1079,,,,,0.10218347609043121,,,,,
6,1089,,,,,0.10222023725509644,,,,,
6,1099,,,,,0.10197297483682632,,,,,
6,1109,,,,,0.10220500826835632,,,,,
6,1119,,,,,0.10230257362127304,,,,,
6,1129,,,,,0.10182254761457443,,,,,
6,1139,,,,,0.10209716856479645,,,,,
6,1149,,,,,0.1022019013762474,,,,,
6,1159,,,,,0.10248714685440063,,,,,
6,1169,,,,,0.1022609993815422,,,,,
6,1179,,,,,0.10198001563549042,,,,,
6,1182,,,,,,26.519336700439453,69.06077575683594,42.54143524169922,3.8729281425476074,0.10191980749368668
7,1189,,,,,0.10214393585920334,,,,,
7,1199,,,,,0.10216175764799118,,,,,
7,1209,,,,,0.10206253081560135,,,,,
7,1219,,,,,0.10307693481445312,,,,,
7,1229,,,,,0.10233297199010849,,,,,
7,1239,,,,,0.10182911902666092,,,,,
7,1249,,,,,0.10225843638181686,,,,,
7,1259,,,,,0.10199671983718872,,,,,
7,1269,,,,,0.10194072872400284,,,,,
7,1279,,,,,0.10197759419679642,,,,,
7,1289,,,,,0.10191719233989716,,,,,
7,1299,,,,,0.10224924236536026,,,,,
