epoch,step,test_excellent_pct,test_gob_pct,test_good_pct,test_unacceptable_pct,train_loss,val_excellent_pct,val_gob_pct,val_good_pct,val_hits,val_loss
0,9,,,,,0.15363407135009766,,,,,
0,19,,,,,0.12330402433872223,,,,,
0,29,,,,,0.1078224703669548,,,,,
0,39,,,,,0.10487228631973267,,,,,
0,49,,,,,0.10363994538784027,,,,,
0,59,,,,,0.10458877682685852,,,,,
0,69,,,,,0.10428954660892487,,,,,
0,79,,,,,0.10349933058023453,,,,,
0,89,,,,,0.10407941043376923,,,,,
0,99,,,,,0.1043282076716423,,,,,
0,109,,,,,0.10295014828443527,,,,,
0,119,,,,,0.10416954010725021,,,,,
0,129,,,,,0.10285551100969315,,,,,
0,139,,,,,0.10331203043460846,,,,,
0,149,,,,,0.10297195613384247,,,,,
0,159,,,,,0.10359985381364822,,,,,
0,168,,,,,,29.834253311157227,67.40331268310547,37.569061279296875,3.90055251121521,0.10198207199573517
1,169,,,,,0.10320570319890976,,,,,
1,179,,,,,0.10326940566301346,,,,,
1,189,,,,,0.10343246161937714,,,,,
1,199,,,,,0.10255806893110275,,,,,
1,209,,,,,0.10354460030794144,,,,,
1,219,,,,,0.10352298617362976,,,,,
1,229,,,,,0.10393806546926498,,,,,
1,239,,,,,0.10334830731153488,,,,,
1,249,,,,,0.1028391644358635,,,,,
1,259,,,,,0.10324180871248245,,,,,
1,269,,,,,0.10275625437498093,,,,,
1,279,,,,,0.10411538928747177,,,,,
1,289,,,,,0.10305013507604599,,,,,
1,299,,,,,0.10338809341192245,,,,,
1,309,,,,,0.10287977010011673,,,,,
1,319,,,,,0.10293637961149216,,,,,
1,329,,,,,0.10234487801790237,,,,,
1,337,,,,,,29.834253311157227,72.92817687988281,43.09392166137695,3.9834253787994385,0.10191570967435837
2,339,,,,,0.1029898002743721,,,,,
2,349,,,,,0.10307592153549194,,,,,
2,359,,,,,0.10228050500154495,,,,,
2,369,,,,,0.1031666025519371,,,,,
2,379,,,,,0.10279861092567444,,,,,
2,389,,,,,0.10279147326946259,,,,,
2,399,,,,,0.10226214677095413,,,,,
2,409,,,,,0.10248032957315445,,,,,
2,419,,,,,0.10307446867227554,,,,,
2,429,,,,,0.10223424434661865,,,,,
2,439,,,,,0.10258039832115173,,,,,
2,449,,,,,0.10269851237535477,,,,,
2,459,,,,,0.10314887762069702,,,,,
2,469,,,,,0.10303515940904617,,,,,
2,479,,,,,0.10286153107881546,,,,,
2,489,,,,,0.1024978831410408,,,,,
2,499,,,,,0.10228884965181351,,,,,
2,506,,,,,,22.651933670043945,58.56353759765625,35.91160202026367,3.679558038711548,0.10202845185995102
3,509,,,,,0.10260432958602905,,,,,
3,519,,,,,0.10259130597114563,,,,,
3,529,,,,,0.10264640301465988,,,,,
3,539,,,,,0.10331063717603683,,,,,
3,549,,,,,0.10311073064804077,,,,,
3,559,,,,,0.10210966318845749,,,,,
3,569,,,,,0.1027931347489357,,,,,
3,579,,,,,0.10290689766407013,,,,,
3,589,,,,,0.10303060710430145,,,,,
3,599,,,,,0.1025245264172554,,,,,
3,609,,,,,0.10265731811523438,,,,,
3,619,,,,,0.1027105301618576,,,,,
3,629,,,,,0.10183431953191757,,,,,
3,639,,,,,0.10227818042039871,,,,,
3,649,,,,,0.10238740593194962,,,,,
3,659,,,,,0.1033957228064537,,,,,
3,669,,,,,0.1027609258890152,,,,,
