test_gob_pct,test_excellent_pct,test_good_pct,test_unacceptable_pct,name,embedding_type,use_column_heads
67.67123413085938,23.835617065429688,43.83561706542969,32.328765869140625,baseline_standard,standard,False
66.5753402709961,22.19178009033203,44.38356018066406,33.42465591430664,column_aware_embed,column_aware,False
67.2602767944336,25.20547866821289,42.05479431152344,32.73972702026367,column_features_embed,column_features,False
68.08219146728516,24.79452133178711,43.28767013549805,31.917808532714844,column_output_heads,standard,True
67.39726257324219,23.69862937927246,43.698631286621094,32.60274124145508,column_aware_with_heads,column_aware,True
66.4383544921875,24.383562088012695,42.05479431152344,33.5616455078125,column_features_with_heads,column_features,True
